"Data Broker Name","Email Address","Website URL","Physical Address","How a consumer may opt out of sale or submit requests under the CCPA","How a protected individual can demand deletion of information posted online under Gov. Code sections 6208.1(b) or 6254.21(c)(1)","Additional information about data collecting practices","Date Added"
"Freckle I.O.T. Ltd.","privacy [at] freckleiot.com","https://freckleiot.com/","409 King St W, Suite 400, Toronto, ON M5V1K1, Canada","When we obtain Data from App partners, we make reasonable efforts to contract with partners who disclose to their own users matters regarding their use of mobile data for interest-based advertising purposes, and regarding end-user opt-out rights., , End Users may manage certain collection and sharing of Information in connection with their Devices as follows:, , Apple devices, , If you have an Apple device, you can opt out of app-based tracking for interest-based advertising by updating to iOS 6.0 or higher, and setting Limit Ad Tracking to ‘ON’.  For iOS 6, you can do this by selecting Settings -> General -> About -> Advertising and toggling Limit Ad Tracking to ‘ON’. For iOS 7 and higher, you can do this by selecting Settings -> Privacy -> Advertising and toggling Limit Ad Tracking to ‘ON’. You can obtain further information on how to limit ad tracking on your iOS device or to reset your IDFA here:  IDFA Opt-Out (https://support.apple.com/en-ca/HT202074)., , Android devices, , If you have an Android device, you can opt out app-based tracking for interest-based advertising by taking the following steps i) Open the Google Settings app on your device; ii) Select “Ads”; and iii) Opt out of interest-based ads. You can obtain further information about how identifiers on mobile are used for advertising and receive instruction for how to opt out of mobile advertising here: Google Privacy & Terms webpage (https://support.google.com/adsense/troubleshooter/1631343)., , Cross device data collection, , If you would like to opt out of cross-device data collection, please follow the instructions at, https://www.tapad.com/privacy-policy., Opting out of cross device data collection will remove your browser or device from the device graph. You will be required to opt out individually on each of your browsers and on all of your devices.","A protected individual can demand the deletion of information by contacting us. The individual can complete a ""do not sell my information"" request by providing us with the following information:, , First name, Last name, Email, Address, City, State, Postal Code, Country, , To contact us concerning this, please send a letter to:, ,  Attn: Privacy Officer, Freckle IoT, 409 King St. West, Suite 400, Toronto, ON, M5V 1K1, Email: privacy@freckleiot.com","Freckle collects Data using our proprietary technology (often referred to as a software development kit or “SDK”). We may also collect Data through sever-to-server integrations or other Application Program Interfaces (“API”’s). The integration will enable Freckle to collect data from third-party devices present at certain third-party locations. Such devices may use Wi-Fi, near field communication (“NFC”), or Bluetooth low-energy (“BLE”) beacon technology to transmit signals about the location of Devices to us.  Once Freckle obtains this Information, it will transmit that data though an API, in encrypted form, via a HTTPS protocol to its data management platform, make inferences (the “Inferences”), as defined below, about the Device user’s interests., , Freckle uses “pixel tags” and/or “cookies” in order to provide reporting on ad delivery in a pseudonymous manner. Pixel tags are small bits of code that provide delivery information on a webpage. This allows the operator of the page or a third party to collect the IP address of the users of the page. Cookies are small text files that are stored on the browser of a computer that uniquely identify the browser and provide information to the cookie sender. Many websites send cookies to the browsers that are visiting those sites, and many browsers are initially configured to accept cookies. Users can change the browser settings to refuse cookies or to alert them when a cookie has been placed on their browser. The user can check the browser for details in this regard., , Freckle engages in cross device data collection which refers to the process of collecting data from separate devices that have been determined through statistical analysis to be linked or related. Freckle, or partners that we employ to provide this service, use cross device data to provide reporting on offline attribution associated with cross device advertising.","03/11/2020"
"PACE Marketing & Communications","communications [at] pace-ca.us","http://pace.marketing","10565 civic center dr #100, Rancho Cucamonga, CA 91730, United States","A consumer that wants to opt out of sales or submit requests, can submit a request to our customer service representation(info@pace.marketing) or call us on our toll free number(833-275-7223).","A consumer that wants to demand deletion of information posted online under Gov. Code sections 6208.1(b) or 6254.21(c)(1) , can submit a request to our customer service representation(info@pace.marketing) or call us on our toll free number.","We collect our data from various public sources and whitepages.com. We also run our list data through the NCOA service to clean our information.",""
"Aptive Environmental","cole [at] goaptive.com","http://goaptive.com","5132 N 300 W, #150, Provo, UT 84604, United States","A consumer may opt-out by request through email, phone conversation, or text message. ","A consumer may opt-out, which results in a deletion, by the response to marketed efforts through email, phone conversation, or text message. ","A consumer fills out a lead for a pest control service quote, if the lead is not in Aptive's area of service, it will be given to a third party to help the consumer take care of their pest control needs. ","09/02/2020"
"Telo USA Inc. and its subsidiaries and affiliates","privacy [at] telo.com","http://www.telo.com","53 Palmeras ST, 7th Floor, San Juan, PR 00901, United States","A consumer may opt out of sale or submit requests under the CCPA by using the web form located at https://www.telo.com/ccpa or by emailing us at privacy@telo.com.","A protected individual may submit their deletion request by emailing us at privacy@telo.com. ","","06/09/2020"
"NinthDecimal, Inc.","privacy [at] ninthdecimal.com","https://www.ninthdecimal.com/","150 Post Street, Suite 500, San Francisco, CA 94108, United States","A consumer may opt-out of the sale of data or submit a CCPA request by visiting the Privacy Center on our website, or by clicking on the link below.  You can also send us an email at privacy@ninthdecimal.com or call our toll free number (1-800-563-1580) and we will provide you instructions on how to make a request.  , , https://www.ninthdecimal.com/privacy/#tab-id-5","A consumer can demand deletion of information by visiting the Privacy Center on our website, or by clicking on the link below.  You can also send us an email at privacy@ninthdecimal.com or call our toll free number (1-800-563-1580) and we will provide you instructions on how to make a request.  , , https://www.ninthdecimal.com/privacy/#tab-id-5","Consumers can learn more about our data collection practices by accessing our privacy policy:, , https://www.ninthdecimal.com/privacy/#tab-id-1, , ","07/13/2020"
"Atriks, LLC","ccpa [at] atriks.com","http://atriks.com","300 West Road, Portsmouth, NH 03801, United States","Detailed information on how to opt out are available at http://atriks.com/privacy.html","Detailed information on how to opt out are available at http://atriks.com/privacy.html","","07/08/2020"
"Tranwave Productions, LLC.","privacy [at] tranwave.com","http://tranwave.com","2509 Bay Blvd, Apt A, Apt A, INDIAN ROCKS BEACH, FL 33785, United States","California residents may submit opt-out requests via email to:, postmaster@blogizine.com, postmaster@bloggerist.com, postmaster@loveyhouse.com, postmaster@pagesblog.com, ","Protected and Non-protected individuals can request deletion by emailing the following email addresses:, postmaster@blogizine.com, postmaster@bloggerist.com, postmaster@loveyhouse.com, postmaster@pagesblog.com","Please visit the following websites to review our Privacy Statement for more information., https://blogizine.com/privacy-policy/, https://loveyhouse.com/privacy-policy/, https://bloggerist.com/privacy-policy/, https://pagesblog.com/privacy-policy/","07/31/2020"
"The Data Group","compliance [at] thedatagroup.com","http://TheDataGroup.com","3280 East Colonial Drive, Orlando, FL 32803, United States","A consumer may submit opt-out requests by email to compliance@thedatagroup.com. A consumer may visit our privacy policy at: https://www.thedatagroup.com/privacy-policy/ for more information.","The Data Group does not post data online; however, if you wish to opt-out of other third party ad platforms and ad networks, we recommend visiting the opt-out pages offered by the Network Advertising Initiative and the Digital Advertising Alliance (DAA) AboutAds program. For more information, please go to The Data Group's privacy policy at: https://www.thedatagroup.com/privacy-policy/","","07/22/2020"
"MarkSpace Media Pvt Ltd","amit.a [at] markspacemedia.com","http://www.markspacemedia.com","Office # 304/ 305/ 306/ 307, 3rd Floor, Connaught Place, Bund Garden Road, Pune Maharashtra 411001, India","Exercising Access, Data Portability, and Deletion Rights:, To exercise the access, data portability, and deletion rights, please submit a verifiable consumer request to us at privacy@markspacemedia.com , ‘Opt-out’ from Sale:, You may opt out from having your personal information sold by submitting verifiable request at ‘Do not Sell my data’., ","Our Deletion Request Rights are as follows:, , You have the right to request that we delete any of your personal information that we collected from you and retained, subject to certain exceptions. Once we receive and confirm your verifiable consumer request, we will delete (and direct our service providers to delete) your personal information from our records, unless an exception applies., We may deny your deletion request if retaining the information is necessary for us or our service providers to:, 1.	Complete the transaction for which we collected the personal information, provide a good or service that you requested, take actions reasonably anticipated within the context of our ongoing business relationship with you, or otherwise perform our contract with you., 2.	Detect security incidents, protect against malicious, deceptive, fraudulent, or illegal activity, or prosecute those responsible for such activities., 3.	Debug products to identify and repair errors that impair existing intended functionality., 4.	Exercise free speech, ensure the right of another consumer to exercise their free speech rights, or exercise another right provided for by law., 5.	Comply with the California Electronic Communications Privacy Act (Cal. Penal Code § 1546 seq.)., 6.	Engage in public or peer-reviewed scientific, historical, or statistical research in the public interest that adheres to all other applicable ethics and privacy laws, when the information's deletion may likely render impossible or seriously impair the research's achievement, if you previously provided informed consent., 7.	Enable solely internal uses that are reasonably aligned with consumer expectations based on your relationship with us., 8.	Comply with a legal obligation., 9.	Make other internal and lawful uses of that information that are compatible with the context in which you provided it., ","Information on the categories on which we collect data and the ones where we Do Not:, Data Type: Identifiers | Data Collected: YES (First name, last name, title, company name, email, work phone, street, state, zip, country, IP address, LinkedIn profile, revenue of the company.) , Data Type: Personal information categories listed in the California Customer Records statute (Cal. Civ. Code § 1798.80(e)). | Data Collected: NO, Data Type: Protected classification characteristics under California or Federal Law | Data Collected: NO, Data Type: Commercial information. | Data Collected: NO, Data Type: Biometric information. | Data Collected: NO, Data Type: Internet or other similar network activity. | Data Collected: NO, Data Type: Geolocation data. | Data Collected: NO, Data Type: Sensory Data | Data Collected: NO, Data Type: Professional or employment-related information. | Data Collected: NO, Data Type: Non-public education information (per the Family Educational Rights and Privacy Act (20 U.S.C. Section 1232g, 34 C.F.R. Part 99)). | Data Collected: NO, Data Type: Inferences drawn from other personal information. | Data Collected: NO, ",""
"Connect Now Inc.","karen [at] connectnowinc.com","https://www.connectnowinc.com","110 Commercial Wharf North, 3rd Floor, Boston, MA 02110, United States","Please refer to our privacy policy found at https://connectnowinc.com/privacy-policy/, ","Please refer to our privacy policy found at https://connectnowinc.com/privacy-policy/","",""
"NEAR PTE LTD","privacy [at] near.co","http://www.near.co","160 Robinson Road, #20-03 SBF Center, 068914, Singapore","Consumer can go to www.near.co/privacy and such page has a placeholder for opting out. ","Consumer can go to www.near.co/privacy and such page has a placeholder for requesting deletion of information. Individuals can also email us at privacy@near.co requesting deletion of information. ","Our data collection and privacy compliance is highlighted in details at www.near.co/privacy","01/03/2023"
"Ivy Data","kyle [at] getivydata.com","https://www.getivydata.com/","2250 E Germann Rd, Suite 4, Chandler, AZ 85286, United States","We have two options at the bottom of home page. They are links that give the consumer the power to opt out or confirm to do not sell their information. ","We have two options at the bottom of home page. They are links that give the consumer the power to opt out or confirm to do not sell their information. ","",""
"Command Precision Inc. d/b/a/ Persistent.id","info [at] persistent.id","https://persistent.id","100 Summit Drive, Suite 100, Burlington, MA 01803, United States","Send an email to info@Persistent.id with the subject line “California Privacy Rights Request” or call our toll-free telephone number at 1-888-367-6911. For more information, please see our privacy policy at https://persistent.id/policy/. ","Send an email to info@Persistent.id or contact us by mail at Persistent.id, 100 Summit Drive, Suite 100, Burlington, Massachusetts 01803.","See our privacy policy at https://persistent.id/policy/. ","08/24/2020"
"Baylyn LLC","kevin [at] baylynmedia.com","http://www.baylyncrm.com","7409 parkline drive, Henrico, VA 23226, United States","The policy is available with privacy policy that give instructions on how to opt out. By emailing us at  care@baylyncrm.com ","Our opt out policy is simply they can opt out by emailing us at care@baylyncrm.com  Our booking widget clearly asked for permission and gives them a opt out process if they no longer want to receive information. ","We buy marketing information to only be used for marketing purpose. We buy from 3rd party data sources. We also provide a opt out process with all of our marketing ads. ","10/15/2020"
"EverString Technology Limited","privacy [at] everstring.com","http://www.everstring.com","1850 Gateway Drive, Suite 400, San Mateo, CA 94404, United States","Consumers may manage their data preferences through our Privacy Contact Center, here: https://pages.everstring.com/CCPA.html","Consumers may manage their data preferences through our Privacy Contact Center, here: https://pages.everstring.com/CCPA.html","Consumers may learn more about our data collection and use practices by reviewing our Privacy Policy, here:  https://www.everstring.com/privacy-policy/","10/28/2020"
"Edinburgh Holdings LLC","help [at] listshack.support","https://www.listshack.io/","1042 Fort Union Boulevard #1122, Midvale, UT 84606, United States","The process for for consumers opting out of the sale or submitting requests under the CCPA is detailed in our CCPA disclosures at https://www.listshack.io/ccpa","The process for protected individuals demanding deletion of information is detailed in our CCPA disclosures at https://www.listshack.io/ccpa. Deletion requests may be sent directly to our company via email after completing the form found at https://www.listshack.io/ccpa_optout.","We disclose our data collecting practices in our CCPA disclosures found at https://www.listshack.io/ccpa.",""
"Ubiquity Systems","azuttah [at] ubiquitysystemsusa.com","http://www.accuusa.com","11049 Magnolia Blvd., Unit 238, North Hollywood, CA 91601, United States","They may request it with an unsubscribe email.","They may request it with an unsubscribe email.","",""
"Accurate Append Inc","operations [at] accurateappend.com","https://clients.accurateappend.com","1100 Bellevue Way NE #886, Bellevue, WA 98004, United States","https://clients.accurateappend.com/Public/OptOut","https://clients.accurateappend.com/Public/OptOut","",""
"Frontier Financial Group Inc. DBA New Frontier Data","legal [at] newfrontierdata.com","http://newfrontierdata.com","1400 I Street NW, STE 350, Washington, DC 20005, United States","A consumer may contact us to opt out of sale or submit data/privacy-related requests by email at Privacy(at)NewFrontierData.com or calling our toll-free number 844-420-D8TA (3882) x115. ","An individual may contact us to demand deletion of information by contacting us by email at Privacy(at)NewFrontierData.com or our toll-free number 844-420-D8TA (3882) x115.","",""
"INFO Depots LLC","info [at] infodepots.com","https://www.infodepots.com/","260 Madison Avenue 8th Floor, New York, NY 10016, United States","Send an email to info@infodepots.com with the subject line “California Privacy Rights Request,” call our, toll-free telephone number at 1-844-822-2600 or click the ""DO NOT SELL"" button at the bottom of the webpage at https://www.infodepots.com/. For more information, please see our privacy policy at https://www.infodepots.com/privacy-policy/., ","Not applicable","Please see our privacy policy at https://www.infodepots.com/privacy-policy/.",""
"AGR MARKETING SOLUTIONS, LLC","stephen [at] agrmarketingsolutions.com","http://agrmarketingsolutions.com","130 E Marion Ave #510968, PUNTA GORDA, FL 33951, United States","","","","01/02/2023"
"TRAK Data Inc.","hello [at] trakdatainc.com","http://www.trakdatainc.com","1293 Lewisham drive, Missisauga, ON L5J3P8, Canada","Opt-out link on our website (a Do Not Sell My Personal Information link) has a form to opt out of sale or submit requests under the CCPA. https://trakdatainc.com/consumer-privacy/","Opt-out link on our website (a Do Not Sell My Personal Information link) has a form to opt out of sale or submit requests under the CCPA. https://trakdatainc.com/consumer-privacy/","We do not aggregate or collect our own data - we are resellers of 3rd party data. We allow any consumer to opt-out via our website, and have their information removed from our files. ",""
"Ampliz LLC","privacy [at] ampliz.com","https://www.ampliz.com","1900 Powell Suite, Emeryville, CA 94649, United States","https://www.ampliz.com/claim-profile","By submitting individual information under this link https://www.ampliz.com/claim-profile, , Privacy policy - https://www.ampliz.com/privacy-policy","https://www.ampliz.com/our-data",""
"Glad I Know, Inc.","support [at] gladiknow.com","https://gladiknow.com","12121 Wilshire Blvd. Suite 207, Los Angeles, CA 90025, United States","For the convenience of the consumer, we have developed and implemented an INSTANT, opt out tool to remove all consumer data from our platform pusuant to the CCPA.  The OPT OUT/REMOVE MY DATA tool is located at the very bottom, right hand side of the page which displays the consumer’s information.  Specifically:  Scroll all the way down to the bottom of the page that is showing the consumer’s information to locate this link and click it.   This link will take the consumer to our opt out page.  Scroll down that page (about half way down) and locate the REMOVE MY INFORMATION link.  Click this link to complete the instant opt out process.  Once this link is clicked, the instant opt out process is complete, and all information will be instantly removed from our platform, and nothing further is needed on the part of the consumer.  If the consumer wishes to confirm that their opt out is completed, scroll back down the opt out page to the same link, and the consumer will see that it now displays:  YOUR DATA IS NOW REMOVED.  If the consumer has any problems or questions or needs any support at all, they may contact us directly at support@gladiknow.com, and we will respond promptly and assist them.","For the convenience of protected individuals, we have developed and implemented an INSTANT, opt out tool to remove all protected individual's data from our platform.  The OPT OUT/REMOVE MY DATA tool is located at the very bottom, right hand side of the page which displays the consumer’s information.  Specifically:  Scroll all the way down to the bottom of the page that is showing the consumer’s information to locate this link and click it.   This link will take the consumer to our opt out page.  Scroll down that page (about half way down) and locate the REMOVE MY INFORMATION link.  Click this link to complete the instant opt out process.  Once this link is clicked, the instant opt out process is complete, and all information will be instantly removed from our platform, and nothing further is needed on the part of the consumer.  If the consumer wishes to confirm that their opt out is completed, scroll back down the opt out page to the same link, and the consumer will see that it now displays:  YOUR DATA IS NOW REMOVED.  If the consumer has any problems or questions or needs any support at all, they may contact us directly at support@gladiknow.com, and we will respond promptly and assist them.","Glad I Know is not a ""consumer reporting agency,"" and our products and the information we provide are not ""consumer reports"" as defined in the Fair Credit Reporting Act (15 U.S.C. § 1681, et seq.) (the ""FCRA""). Accordingly, our products, and the information we provide, may NOT be used in any way, in whole or in part, as a factor in determining eligibility for employment, tenancy, credit, insurance, or any other purpose under the FCRA.  Please see our Terms of Service for more complete information on our platform, including permitted and non-permitted uses. ","01/16/2023"
"TransUnion Interactive, Inc","privacy [at] transunion.com","https://www.transunion.com/consumer-privacy","555 W Adams St, Chicago, IL 60661, United States","TransUnion provides two methods for consumers to submit requests under the CCPA and opt-out of the sale of their personal information. A consumer can visit the online portal at https://www.transunion.com/consumer-privacy or call 1-866-310-8783.","TransUnion provides two methods for consumers to submit requests under the CCPA and opt-out of the sale of their personal information. A consumer can visit the online portal at https://www.transunion.com/consumer-privacy or call 1-866-310-8783.","","12/01/2023"
"5X5 US, LLC","contact [at] join5x5.com","https://join5x5.com/","1800 W 4th St., Austin, TX 78702, United States","California consumers may opt out of the sale of their personal information by submitting an online request to https://join5x5.com/ccpa/ Consumers may also submit an email request to contact@join5x5.com","California consumers may opt out of the sale of their personal information by submitting an online request to https://join5x5.com/ccpa/ . Consumers may also submit an email request to contact@join5x5.com","An in-depth discussion of 5x5's data collection practices can be found at: https://join5x5.com/privacy-policy/ ","03/07/2023"
"Share Local Media","legal [at] sharelocalmedia.com","http://www.sharelocalmedia.com","40 Exchange Place, Suite 900, New York, NY 10005, United States","Consumers may exercise their right to opt out of sales or submit requests under the CCPA by filling out a California Residents Rights Request Form available at https://privacy.sharelocalmedia.com/ or by emailing legal@sharelocalmedia.com. ","Consumers may exercise their right to delete information by filling out a California Residents Rights Request Form available at https://privacy.sharelocalmedia.com/ or by emailing legal@sharelocalmedia.com.","Share Local Media (SLM) is a full-service direct mail agency focused exclusively on e-commerce. SLM acts as “service provider” (as defined by the CCPA) in connection with the provision of most of its services to customers. However, certain customer-enabled features of the services could involve sharing personal data in a manner that could be deemed a “sale” under the CCPA., For more information about our data collection and privacy practices, please visit our Privacy Policy at https://www.mrss.com/privacy-policy/ , ",""
"CompleteBankData","info [at] completebankdata.com","https://www.completebankdata.com","111 Laurelwood Dr, Pittsburgh, PA 15237, United States","By emailing our information email address or calling our phone number.","We do not post any individual information publicly online.","",""
